"tBodyAcc-correlation()-X,Y",tGravityAcc-mean()-X,tGravityAcc-max()-Y,tGravityAcc-max()-Z,tGravityAcc-min()-X,tGravityAcc-min()-Y,tGravityAcc-min()-Z,tGravityAcc-energy()-Y,"tGravityAcc-arCoeff()-X,3","tGravityAcc-arCoeff()-Y,3","tGravityAcc-arCoeff()-Z,2","tGravityAcc-arCoeff()-Z,4",tBodyGyro-max()-X,tBodyGyro-min()-X,"tBodyGyro-correlation()-Y,Z",tBodyAccMag-arCoeff()1,"fBodyAcc-bandsEnergy()-1,8","fBodyAccJerk-bandsEnergy()-1,24",fBodyGyro-maxInds-X,fBodyGyro-maxInds-Z,fBodyAccMag-std(),fBodyAccMag-energy(),"angle(Y,gravityMean)"
-0.17787707,0.95618096,-0.22802472,-0.05051068,0.91882691,-0.26741624,-0.22574358,-0.89760994,-0.81564897,-0.55890437,0.71224776,0.72584022,-0.70994852,0.15169074,-0.1240479,-0.52508949,-0.60990508,-0.70557601,-0.93333333,-0.93103448,-0.35750439,-0.71085792,0.25059101
-0.28069253,0.91657951,-0.25963213,-0.053860809,0.90102635,-0.27355795,-0.29578944,-0.86048064,-0.84092022,-0.60128574,0.73168633,0.75791464,-0.6417615,0.24257811,0.035500375,-0.28068391,-0.70432588,-0.79750026,-0.93333333,-0.93103448,-0.45813593,-0.79802016,0.27893058
-0.36628449,0.87253324,-0.31242966,-0.2378905,0.86560463,-0.29443901,-0.30731695,-0.83809256,-0.83213443,-0.62689978,0.74720125,0.81252346,-0.10353961,0.42346567,0.32880841,-0.13259457,-0.75698041,-0.83123811,-0.93333333,-0.93103448,-0.51204842,-0.8313857,0.29428458
-0.38434773,0.85565713,-0.31253424,-0.30619533,0.86560463,-0.29443901,-0.30760487,-0.83256878,-0.79185358,-0.60758443,0.67779772,0.75956124,-0.10353961,0.55700598,0.25774268,-0.14014729,-0.72010273,-0.802837,-1.0,-0.93103448,-0.39708075,-0.75155202,0.29882905
-0.42959964,0.86241049,-0.30762693,-0.29907331,0.86567554,-0.28833757,-0.30760487,-0.84735521,-0.75083728,-0.52741297,0.64610773,0.7173456,-0.43652372,0.45968283,0.1575406,-0.16338536,-0.70038437,-0.77373698,-1.0,-0.93103448,-0.33974428,-0.71426949,0.28950033
-0.29972166,0.86434211,-0.30762693,-0.29907331,0.87011431,-0.28416007,-0.30535164,-0.84822308,-0.73812645,-0.54908315,0.63466743,0.71415405,-0.41049447,0.45968283,0.33369779,-0.31913697,-0.68991909,-0.79340893,-1.0,-0.93103448,-0.35390168,-0.75574647,0.28885274
-0.354788,0.86448425,-0.29684062,-0.30225122,0.87011431,-0.28416007,-0.30441769,-0.85025364,-0.77645715,-0.57661245,0.60944143,0.69901959,-0.41049447,0.26781557,0.32897232,-0.30213529,-0.69479493,-0.78814116,-1.0,-0.93103448,-0.36927954,-0.7382599,0.28747597
-0.4122007,0.87513198,-0.29684062,-0.30225122,0.88160292,-0.27309814,-0.30441769,-0.85840083,-0.73857787,-0.46931927,0.61545703,0.69673307,-0.81367847,0.26781557,0.01275979,-0.21765387,-0.7607071,-0.8165793,-0.93333333,-0.93103448,-0.4266264,-0.76415227,0.28127593
-0.38713885,0.87650101,-0.29688956,-0.29465741,0.89250379,-0.27462601,-0.30209024,-0.85044866,-0.59255827,-0.43397346,0.66980204,0.73289372,-0.59431841,0.38884926,0.050375149,-0.34052684,-0.72532565,-0.83264092,-0.93333333,-0.93103448,-0.39705308,-0.76890355,0.2861734
-0.14608873,0.94411372,-0.17615395,-0.12939906,0.8744595,-0.28225185,-0.33072395,-0.92326854,-0.82135391,-0.56830676,0.67635965,0.74465566,-0.83666294,0.020849677,-0.031209429,-0.028011163,-0.64487472,-0.74127155,-0.93333333,-0.93103448,-0.45704019,-0.74719085,0.22615397
-0.22837147,0.87183682,-0.19446703,-0.24227926,0.84234457,-0.30111203,-0.35356666,-0.85466884,-0.82864184,-0.52703765,0.69745336,0.80318406,-0.77448744,0.25064457,0.15140269,-0.011248869,-0.67613091,-0.74235864,-0.93333333,-0.93103448,-0.38340502,-0.68652502,0.27997174
-0.27563293,0.83324844,-0.33398335,-0.31811557,0.84234457,-0.30124453,-0.35356666,-0.8167334,-0.81577954,-0.64977866,0.67930151,0.78631963,-0.26488324,0.40840469,0.21162266,-0.17232774,-0.70602289,-0.77475224,-1.0,-0.93103448,-0.29612311,-0.63983282,0.30843122
-0.28679139,0.85236789,-0.30991207,-0.28239436,0.84489988,-0.30124453,-0.34298214,-0.82731766,-0.79508697,-0.67994153,0.70158165,0.79364123,-0.26488324,0.51498047,0.20387265,-0.18879362,-0.75020551,-0.81611955,-1.0,-0.93103448,-0.28992418,-0.67993654,0.30177596
-0.33441636,0.86903921,-0.30275783,-0.28239436,0.86696432,-0.29991211,-0.30810706,-0.84564949,-0.80369239,-0.51086104,0.76199156,0.84786146,-0.30373082,0.48312688,0.21383295,-0.26192908,-0.79503978,-0.83075921,-1.0,-0.93103448,-0.42542197,-0.78453022,0.29038461
-0.24069174,0.86672856,-0.30275783,-0.28379267,0.87843142,-0.27255683,-0.32327821,-0.85089991,-0.76303969,-0.47839611,0.75854185,0.85872791,-0.30373082,0.48312688,0.3703997,-0.31861965,-0.79821687,-0.82116029,-0.93333333,-0.93103448,-0.45818064,-0.79570308,0.28703866
-0.26377371,0.85872126,-0.31425271,-0.30591032,0.8728454,-0.2731937,-0.32359552,-0.84584511,-0.69419468,-0.31718355,0.73349792,0.82222435,-0.44274984,0.28208866,0.35412813,-0.12932937,-0.80835688,-0.8031912,-0.86666667,-0.93103448,-0.42546066,-0.78775684,0.29009383
-0.33566283,0.85357259,-0.31425271,-0.32111175,0.86758327,-0.27641876,-0.32359552,-0.84395183,-0.68814966,-0.2805983,0.62246484,0.70632608,-0.62559398,0.28208866,0.20448115,-0.18262244,-0.83423936,-0.81856484,-0.93333333,-0.93103448,-0.43698558,-0.78737415,0.29167904
-0.27878346,0.93336718,-0.24826073,-0.1464299,0.90307959,-0.27746212,-0.29798537,-0.87272859,-0.83051048,-0.62561781,0.65760457,0.68682675,-0.73160331,0.15427722,-0.07127639,-0.29263337,-0.51215983,-0.67500122,-0.93333333,-0.93103448,-0.30687687,-0.65173743,0.26860206
-0.40285298,0.89027456,-0.30213843,-0.17349565,0.87478325,-0.28314369,-0.32500853,-0.83963124,-0.84000909,-0.51225226,0.63196002,0.73546106,-0.65732101,0.15427722,0.045765791,-0.24264623,-0.57063122,-0.67066246,-0.93333333,-0.5862069,-0.27192801,-0.64216958,0.29186312
-0.4030872,0.85486446,-0.32805086,-0.30900583,0.86253032,-0.29209651,-0.3336078,-0.82866367,-0.76265439,-0.29339594,0.68786928,0.79478933,-0.055800457,0.35148154,-0.048079242,-0.29687149,-0.76946118,-0.76773103,-0.93333333,-0.93103448,-0.36142674,-0.73966771,0.30017978
-0.40101705,0.84718213,-0.33025108,-0.32988556,0.86253032,-0.29209651,-0.34644952,-0.82612799,-0.68905097,-0.37386392,0.62053464,0.71947702,-0.055800457,0.36483694,0.046126149,-0.22801856,-0.7838444,-0.77591553,-0.93333333,-0.93103448,-0.37365352,-0.75347372,0.30183706
-0.35393828,0.84974184,-0.33025108,-0.33608156,0.8684626,-0.291766,-0.34644952,-0.82929403,-0.65723742,-0.41087387,0.67768124,0.7538896,-0.5080913,0.38000896,0.39883736,-0.29965809,-0.78556819,-0.79478235,-0.93333333,-0.93103448,-0.43853971,-0.78194114,0.29952584
-0.19746688,0.84515222,-0.33099314,-0.33608156,0.85683607,-0.30045859,-0.34050685,-0.82382528,-0.7763091,-0.55573299,0.64429125,0.71950565,-0.4367584,0.40468503,0.44286602,-0.36276394,-0.77736221,-0.80834648,-1.0,-0.93103448,-0.43808993,-0.79352975,0.30328955
-0.22801511,0.8470874,-0.31861084,-0.33676405,0.85683607,-0.30045859,-0.34050685,-0.82958532,-0.7752775,-0.5206865,0.60444332,0.69227397,-0.4367584,0.32459479,0.34297917,-0.16776708,-0.76604609,-0.7900504,-0.93333333,-0.86206897,-0.39794736,-0.77321484,0.29971748
-0.25162503,0.84762074,-0.31861084,-0.33672379,0.85726911,-0.2847028,-0.34170193,-0.84010829,-0.73321264,-0.4059974,0.65808287,0.73654058,-0.68381571,0.32459479,0.26890537,-0.14981932,-0.80636808,-0.82588543,-0.93333333,-0.93103448,-0.43524999,-0.77572155,0.29367342
0.13068874,0.96809287,-0.082935417,0.07799164,0.97833174,-0.16797348,-0.15060307,-0.98468118,-0.46944452,-0.86226479,0.9332328,0.9370045,-0.80839673,0.77876952,-0.45014525,0.12975883,-0.99896146,-0.998351,-0.66666667,-1.0,-0.66854323,-0.93636252,0.14920321
0.076777894,0.97526869,-0.082935417,0.077995789,0.98865893,-0.049488597,0.044705211,-0.99534538,-0.39323666,-0.87371119,0.68603045,0.68549637,-0.80839673,0.78855863,-0.40930003,0.15556349,-0.99988166,-0.99951993,-0.8,-1.0,-0.94715203,-0.99683008,0.12938624
-0.0021715654,0.97385779,-0.090796227,0.077995789,0.9920711,-0.057905206,0.074081649,-0.99319121,-0.40852863,-0.81937682,0.4239575,0.45698344,-0.83516258,0.78855863,-0.6168155,0.057901314,-0.99989824,-0.99983907,-0.8,-0.86206897,-0.9598457,-0.99836133,0.13658485
-0.12601054,0.97354004,-0.10294326,0.069834594,0.9920711,-0.082924064,0.059107096,-0.98962323,-0.58745479,-0.85012011,0.60533356,0.60937076,-0.86780079,0.82969206,-0.89311404,-0.22060155,-0.9999728,-0.99993034,-1.0,-1.0,-0.94392222,-0.99791133,0.14572859
-0.18396411,0.97408656,-0.11143289,0.061714771,0.99366106,-0.083860587,0.058796864,-0.98588302,-0.38663355,-0.63398225,0.34895212,0.33520071,-0.87971496,0.82969206,-0.74937079,-0.22786617,-0.99999224,-0.99997001,-0.8,-1.0,-0.95876344,-0.99865028,0.15430101
-0.17097244,0.97395697,-0.11206327,0.061915354,0.99359517,-0.083860587,0.058796864,-0.98748004,-0.34574755,-0.60686331,0.59916199,0.59115824,-0.87447017,0.83725482,0.11897574,-0.1454548,-0.99999422,-0.99996806,-0.46666667,-1.0,-0.95316378,-0.99870508,0.15074162
-0.1901418,0.97391727,-0.11206327,0.068132589,0.99317732,-0.067376895,0.069055388,-0.98970471,-0.3646252,-0.65656785,0.56511815,0.56572228,-0.86309268,0.83886671,0.23120119,0.027835201,-0.99999285,-0.99996797,-0.86666667,-1.0,-0.98682761,-0.99974472,0.14599737
-0.065230197,0.97346851,-0.11332397,0.07429258,0.99261194,-0.067105703,0.074102834,-0.98929144,-0.48193931,-0.50286156,0.34721667,0.34788672,-0.86309268,0.83886671,-0.18782047,0.08807438,-0.99999181,-0.9999818,-0.86666667,-1.0,-0.98719114,-0.99975883,0.14699928
-0.17770822,0.9727325,-0.11220103,0.074296527,0.99221972,-0.066982135,0.080531578,-0.99002858,-0.44171457,-0.21220638,0.18225167,0.19125844,-0.88028242,0.83222654,-0.0010399621,0.39040546,-0.99998925,-0.99998292,-0.86666667,-1.0,-0.99264883,-0.99989939,0.14522486
-0.068171461,0.97269313,-0.11220103,0.074296527,0.99221972,-0.06380012,0.082587685,-0.99015023,-0.44346722,-0.37090335,0.070158341,0.15795024,-0.88190956,0.83222654,0.025133886,0.21305166,-0.99999428,-0.99998993,-0.86666667,-1.0,-0.98962868,-0.99982087,0.14494726
0.14388675,0.97329793,-0.10866701,0.072710397,0.992274,-0.06380012,0.080746192,-0.99043988,-0.43322366,-0.36598655,0.40841838,0.44884156,-0.87945399,0.84308716,0.16857675,0.013129132,-0.99999678,-0.99998757,-0.53333333,-1.0,-0.98945472,-0.99984238,0.14418375
-0.13598322,0.97341658,-0.10866645,0.070340175,0.99256026,-0.06143619,0.079584729,-0.99127148,-0.33064499,-0.46001967,0.33026142,0.3583744,-0.87945399,0.84025092,0.37086389,0.24321899,-0.99999624,-0.99998211,-0.86666667,-1.0,-0.99555121,-0.99994518,0.14209309
-0.019032664,0.97297677,-0.10866645,0.068460678,0.9925098,-0.060908591,0.075521818,-0.99087687,-0.31309099,-0.47784254,0.28459841,0.31315282,-0.87651011,0.84025092,0.23271351,0.25618367,-0.99999452,-0.99997685,-0.86666667,-1.0,-0.99252587,-0.99989347,0.14312869
0.35870536,0.96071083,-0.18313234,-0.013068343,0.93196225,-0.21479503,-0.095138196,-0.93513258,-0.78484544,-0.95334353,0.97206606,0.97944862,-0.81001901,0.83202937,-0.62360387,-0.09905214,-0.99843824,-0.9995378,-1.0,-1.0,-0.8025722,-0.97931435,0.21934371
-0.31665422,0.97106027,-0.18313234,-0.062256213,0.98863027,-0.17435934,-0.085909972,-0.95616986,-0.91871909,-0.9610062,0.8744914,0.8688009,-0.87063008,0.8471584,-0.97992284,0.21484815,-0.99997771,-0.99998788,-0.73333333,-1.0,-0.97382155,-0.9994011,0.19833274
-0.12292805,0.96936545,-0.18327598,-0.062256213,0.98863027,-0.13955958,-0.054765698,-0.95760454,-0.61631848,-0.56426645,0.45261554,0.47249017,-0.87771781,0.84632006,-0.93891925,0.29685157,-0.99999354,-0.99998885,-0.86666667,-1.0,-0.9909119,-0.99985204,0.19704228
0.2308536,0.97012628,-0.18991443,-0.05811714,0.9890938,-0.13955958,-0.054765698,-0.95680872,-0.44962263,-0.30261749,0.16938158,0.16931571,-0.8779997,0.83115539,-0.84864067,0.13915567,-0.99999458,-0.99998299,-1.0,-1.0,-0.98882446,-0.99980473,0.19794133
-0.011596359,0.97079869,-0.18961207,-0.058104837,0.99011757,-0.13840931,-0.05316434,-0.95710877,-0.40172422,0.018005369,0.25561317,0.25314426,-0.87821373,0.83115539,-0.2068643,0.21438986,-0.99998779,-0.99995131,-0.46666667,-0.72413793,-0.98966202,-0.99980414,0.19756493
-0.063381004,0.9710908,-0.18723664,-0.056754445,0.99080091,-0.13840931,-0.048420897,-0.95772671,-0.41128389,0.052794074,0.29276484,0.29801209,-0.87821373,0.8385782,-0.32773468,0.32672271,-0.99998651,-0.99994857,-0.46666667,-1.0,-0.99225077,-0.99986023,0.19682655
0.076214906,0.97079368,-0.18723664,-0.056662651,0.99017685,-0.13727594,-0.048028669,-0.95832536,-0.5046649,-0.18902318,0.45578384,0.47188044,-0.88430194,0.8385782,-0.64097927,0.25914364,-0.99999223,-0.99997687,-0.93333333,-0.93103448,-0.99562186,-0.99995201,0.19614955
0.13991345,0.97046457,-0.18748767,-0.052347596,0.99017685,-0.13728692,-0.046265826,-0.95789078,-0.5171416,-0.23845219,0.24278422,0.26732576,-0.88430194,0.84221009,-0.22049425,0.071870102,-0.99999631,-0.99998655,-1.0,-0.93103448,-0.99367305,-0.99991641,0.19669189
-0.016588264,0.97076148,-0.18715391,-0.052171147,0.99019666,-0.13728692,-0.045348979,-0.95803091,-0.47350832,-0.50203418,0.22505817,0.24634006,-0.88377824,0.84379262,-0.11342395,0.07533609,-0.9999934,-0.99998028,-0.6,-0.51724138,-0.9938177,-0.99990564,0.19651677
-0.99404307,0.70604169,0.46030286,0.44787811,0.64354024,-0.062596997,0.21758021,-0.70517747,-0.93794136,-0.98864985,0.98009646,0.97353462,-0.82137781,0.81836723,-0.39292349,-0.57212425,-0.97287031,-0.99934629,-1.0,-1.0,-0.06689895,-0.54389301,-0.15145283
-0.87900887,0.63105437,0.46030286,0.44787811,0.64354024,0.4286992,0.39724136,-0.53413275,-0.98746053,-0.97645419,0.96294046,0.96341875,-0.88914491,0.81912139,-0.16604326,-0.26962737,-0.9992424,-0.99992004,-1.0,-1.0,-0.90105461,-0.99456654,-0.25928043
-0.86312121,0.63412552,0.44894711,0.40246701,0.64636403,0.47214532,0.39571406,-0.55241537,-0.70649996,-0.80100614,0.84910627,0.84857601,-0.88914491,0.82119248,0.23694736,-0.052368495,-0.9996389,-0.99988391,-1.0,-0.93103448,-0.95062016,-0.99827813,-0.25662344
-0.78298467,0.63343601,0.43523447,0.38264012,0.65692013,0.4721657,0.39559125,-0.54413302,-0.62638913,-0.72917063,0.025459381,0.046231554,-0.87757278,0.83233079,0.29620521,0.26645157,-0.999843,-0.99991444,-1.0,-1.0,-0.96117407,-0.99882702,-0.2599885
-0.58138234,0.63005898,0.43523447,0.382165,0.65692013,0.49284326,0.39305279,-0.53247723,-0.75985247,-0.84544345,0.091011436,0.097416788,-0.87757278,0.83975159,0.74611785,0.24954198,-0.99993835,-0.99995556,-1.0,-0.93103448,-0.99112206,-0.99983637,-0.26472043
-0.54457649,0.63172471,0.43440281,0.38175357,0.6570536,0.48956901,0.39305279,-0.53570841,-0.65320693,-0.55028133,0.16669499,0.18765957,-0.88396723,0.84491025,0.46167294,0.27585742,-0.99995112,-0.99997865,-1.0,-1.0,-0.99390045,-0.99992496,-0.26352222
-0.42059946,0.63457249,0.43335376,0.37964649,0.65803296,0.48765741,0.39176385,-0.54041136,-0.67417796,-0.16397973,0.30238567,0.3298775,-0.88396723,0.84515702,-0.38962953,0.11867984,-0.99993401,-0.99997133,-1.0,-1.0,-0.99005131,-0.99984899,-0.26142643
-0.67369539,0.63850059,0.42963853,0.37964649,0.66216386,0.4864033,0.38929104,-0.54447788,-0.73553315,-0.084799478,0.34686854,0.38229537,-0.88431747,0.84515702,-0.093985948,0.11640151,-0.9999077,-0.99997514,-1.0,-0.79310345,-0.98895792,-0.99982447,-0.25945443
-0.91006164,0.8467426,0.43287698,0.27322562,0.71251816,0.24751483,0.20201403,-0.8233296,-0.91297102,-0.97300924,0.97019604,0.97119124,-0.96457188,0.7135351,0.27067722,-0.083177339,-0.99073631,-0.99857992,-1.0,-1.0,-0.71197726,-0.95367221,-0.111308
-0.69847549,0.88200089,0.22581034,0.25445034,0.89640849,0.24751483,0.19859904,-0.86659585,-0.94768499,-0.93762167,0.87146936,0.86384815,-0.92203837,0.74424196,0.77756746,-0.060073692,-0.99981951,-0.9999013,-1.0,-1.0,-0.91570149,-0.99562578,-0.086914353
-0.41224162,0.87690635,0.22581034,0.19193017,0.89640849,0.27088103,0.1981739,-0.85312236,-0.5113156,-0.78819795,0.85231901,0.8678178,-0.89598351,0.78506027,0.8412639,0.11475478,-0.99995851,-0.99992121,-1.0,-1.0,-0.98740711,-0.9997766,-0.096913151
-0.39791884,0.87745298,0.2336343,0.19193017,0.89659959,0.28108074,0.19433967,-0.84942603,-0.54341057,-0.49327027,0.50659921,0.50295724,-0.87873818,0.8223544,0.46930669,0.14131639,-0.99993981,-0.99996761,-1.0,-1.0,-0.9887165,-0.99981729,-0.099229148
-0.49282651,0.87566424,0.23758859,0.18525303,0.89504385,0.28229799,0.19433967,-0.84276621,-0.48783281,-0.41178133,0.36983333,0.36910729,-0.87873818,0.84206211,-0.23625068,0.21000058,-0.999958,-0.99995689,-1.0,-1.0,-0.98944823,-0.99983504,-0.10360721
-0.31334009,0.87365732,0.23799525,0.18525303,0.89504385,0.29124191,0.19552059,-0.83814792,-0.56420302,-0.31748863,0.35494138,0.35505352,-0.88219987,0.85115624,-0.19518582,0.12880375,-0.99997177,-0.99994499,-0.13333333,-1.0,-0.99347728,-0.99990533,-0.10663162
-0.094200323,0.87318392,0.23963473,0.18804845,0.89320118,0.29488322,0.1962127,-0.83676599,-0.43857988,-0.28601314,0.38320732,0.39845647,-0.8810554,0.84370905,0.32539719,0.1746208,-0.99998602,-0.99993873,-1.0,-0.79310345,-0.99241326,-0.99987965,-0.10746858
-0.026925405,0.87149473,0.24009077,0.18916624,0.89228133,0.29557556,0.1978901,-0.8353437,-0.30176374,-0.43039233,0.48075004,0.54004262,-0.8810554,0.84327657,0.39401795,0.14133706,-0.99997793,-0.99996017,-0.6,-0.65517241,-0.99325919,-0.99990449,-0.10843933
-0.31120295,0.87082972,0.24063119,0.18944254,0.89228133,0.29724697,0.20118982,-0.83454356,-0.46546432,-0.3868157,0.40286635,0.46384064,-0.88503033,0.84327657,0.055442662,0.25377296,-0.99995979,-0.99996742,-0.53333333,-0.86206897,-0.99487063,-0.9999213,-0.1089597
-0.32037904,0.86951711,0.24502596,0.19449893,0.88782368,0.29735369,0.20202625,-0.83286873,-0.33238478,-0.17771443,0.34177823,0.39039565,-0.88322086,0.84169187,-0.13192875,0.1588585,-0.99998542,-0.99995501,-0.4,-1.0,-0.98971726,-0.99982069,-0.11006235
-0.45670494,0.86649195,0.24530248,0.19611073,0.88712639,0.2982643,0.20261271,-0.83005337,-0.26349361,-0.17262555,0.47831001,0.48183692,-0.88322086,0.84169187,-0.21661832,0.066492761,-0.99997296,-0.99997128,-0.93333333,-1.0,-0.98862209,-0.9998006,-0.11199773
-0.49054344,0.86583732,0.24530248,0.19611073,0.88712639,0.30074671,0.20420458,-0.82956201,-0.43084969,-0.16761086,0.40312032,0.40020253,-0.88331209,0.84569512,-0.4000562,0.013936772,-0.99997167,-0.99996402,-1.0,-1.0,-0.99167752,-0.99988449,-0.11237325
-0.52310618,0.86520721,0.24832624,0.19727777,0.88539518,0.30074671,0.20420458,-0.82823025,-0.42684687,-0.31516584,0.31394772,0.31130592,-0.88766779,0.84569512,-0.56437308,0.057578909,-0.99996532,-0.99995296,-1.0,-1.0,-0.99471953,-0.99993177,-0.11321982
-0.43383937,0.8644782,0.24832624,0.19733805,0.88539518,0.30278926,0.20587213,-0.82612667,-0.32902502,-0.35795142,0.15618376,0.15613085,-0.8867943,0.84413353,-0.2176143,0.15220325,-0.99996665,-0.99997344,-1.0,-1.0,-0.99356801,-0.99991813,-0.1144384
-0.21625429,-0.30032733,0.827886,0.55075397,-0.29292741,0.83022454,0.49896938,0.38768611,-0.97588704,-0.90214877,0.97910711,0.98499457,-0.79884258,0.88723089,0.89312058,-0.041724947,-0.99724595,-0.99988832,-1.0,-1.0,-0.88617677,-0.99285988,-0.60837087
0.73421665,-0.26857692,0.78516361,0.53761896,-0.25417781,0.83022454,0.51488342,0.38298017,-0.91191194,-0.85568935,0.86969706,0.86213026,-0.81455113,0.86537767,0.98606711,0.15389953,-0.99957497,-0.99993653,-1.0,-1.0,-0.96079938,-0.99878009,-0.61426093
0.07271967,-0.26846507,0.78516361,0.50714799,-0.22567374,0.84626094,0.51488342,0.39855176,-0.6757088,-0.6484081,0.74179215,0.74616316,-0.84250497,0.8508433,0.95200178,0.28267613,-0.99989323,-0.99993899,-1.0,-1.0,-0.99434022,-0.99993742,-0.61819318
-0.06380972,-0.27045841,0.78438431,0.50714799,-0.22567374,0.84620872,0.52009382,0.39454624,-0.59049291,0.28196076,0.45535778,0.46846774,-0.86964217,0.84624679,0.52252886,0.31021371,-0.99996737,-0.9999773,-1.0,-1.0,-0.99718979,-0.99997773,-0.61683663
0.05896989,-0.26890825,0.78347747,0.50692914,-0.22379893,0.84620872,0.5200924,0.39500347,-0.51728274,-0.067790735,0.29977387,0.35162294,-0.8819135,0.84007354,-0.10104979,0.30862941,-0.99996738,-0.99995086,-1.0,-1.0,-0.99402483,-0.99993078,-0.61705843
0.063095988,-0.26953439,0.78347747,0.50940156,-0.22367969,0.84562599,0.5200924,0.39456192,-0.50823045,-0.20593025,0.28496335,0.3013235,-0.8839243,0.84007354,0.2461532,0.21043726,-0.99995496,-0.99994796,-1.0,-1.0,-0.99506438,-0.99993821,-0.61618319
0.19240678,-0.26841337,0.78296136,0.50940156,-0.22367969,0.84562599,0.52094365,0.39235652,-0.38400342,-0.24918944,0.21873463,0.21601928,-0.8839243,0.8417329,0.58422401,0.17433449,-0.99998328,-0.99997343,-1.0,-1.0,-0.99438279,-0.99992806,-0.61539807
0.21934067,-0.26686868,0.78216661,0.50895216,-0.22100497,0.84370995,0.52094365,0.38973062,-0.51120061,0.26534527,0.29884194,0.30626083,-0.88469052,0.8417329,0.11173358,0.35277917,-0.99998737,-0.99997178,-1.0,-0.034482759,-0.9950039,-0.99993422,-0.61538999
-0.028914281,-0.26688994,0.78169189,0.50823821,-0.22022436,0.84370995,0.52101411,0.38736809,-0.51824713,0.27306285,0.14483186,0.1661517,-0.88469052,0.84474791,0.30656591,0.55376744,-0.99998781,-0.99997643,-1.0,-1.0,-0.99743258,-0.99996689,-0.61491026
0.084829529,-0.26756102,0.78184151,0.5094999,-0.22195429,0.8437153,0.52239278,0.38914272,-0.41775198,-0.15738263,-0.02081981,0.0081755642,-0.88485734,0.84474791,0.095697395,0.44994409,-0.99999092,-0.9999779,-1.0,-0.44827586,-0.99801029,-0.99997428,-0.61493758
0.24818506,-0.2684228,0.78247561,0.5098277,-0.22198159,0.84495821,0.52239278,0.39049079,-0.45950805,0.11529492,0.24968353,0.25400304,-0.88485734,0.84526746,0.010635906,0.39527004,-0.99999246,-0.99997043,-1.0,-0.44827586,-0.99869966,-0.99998362,-0.61475451
0.12474689,-0.2684292,0.78271908,0.5098277,-0.22198159,0.84495821,0.52295978,0.39191698,-0.4307363,0.032142924,0.42988162,0.43229066,-0.88487601,0.84526746,-0.048489344,0.33364406,-0.99996541,-0.99993139,-1.0,-0.51724138,-0.99664447,-0.99995442,-0.61483081
0.080043645,-0.2681635,0.78271908,0.51031727,-0.22174278,0.845396,0.52295978,0.39205548,-0.43054033,0.021608496,0.29971046,0.30217691,-0.88487601,0.84236987,-0.55087556,0.44042179,-0.99997316,-0.99991398,-1.0,-0.51724138,-0.99435379,-0.99991018,-0.61467483
-0.012417652,-0.36404988,0.87062151,0.40198116,-0.37996035,0.90875991,0.37925489,0.63593183,-0.93653223,-0.29191693,0.95548872,0.96932139,-0.71440727,0.87761298,0.87879821,0.45896461,-0.99584667,-0.99959218,-1.0,-1.0,-0.87006423,-0.9902422,-0.72387512
0.31383647,-0.33041486,0.85838752,0.38477268,-0.3012317,0.91082491,0.37924159,0.64989815,-0.96814719,-0.58097449,0.67683036,0.66919468,-0.80992213,0.8498298,0.96342812,0.13313099,-0.99988756,-0.99995008,-1.0,-1.0,-0.98714218,-0.99978956,-0.72985919
-0.24099168,-0.3337458,0.85838752,0.37427588,-0.28826027,0.91898574,0.37924159,0.65551092,-0.42982939,-0.37089043,0.42449675,0.44371372,-0.85489113,0.84513036,0.89389609,0.15218935,-0.99995742,-0.99990997,-1.0,-1.0,-0.9925214,-0.99988239,-0.73061177
-0.12694435,-0.33683478,0.85721211,0.3745473,-0.28863869,0.91882843,0.38246297,0.64846229,-0.47430467,0.097823596,0.33959298,0.34451191,-0.88364861,0.84095399,0.42562316,0.27597462,-0.99998858,-0.99991835,-1.0,-1.0,-0.99194141,-0.99986964,-0.72814455
-0.18591022,-0.33652416,0.85611109,0.3745473,-0.28863869,0.91882843,0.38331011,0.64960304,-0.38280154,-0.025461365,0.26604249,0.27160388,-0.89054351,0.8399569,0.38831283,0.47991069,-0.99997654,-0.99994878,-0.73333333,-0.51724138,-0.99508432,-0.99992264,-0.72875828
-0.14878509,-0.33613806,0.85640637,0.37133985,-0.28829064,0.9204811,0.38331011,0.65346353,-0.35038768,-0.08816579,0.11980243,0.13553903,-0.88706165,0.8399569,0.1650556,0.4400302,-0.99996778,-0.99994759,-1.0,-0.51724138,-0.99635602,-0.99995741,-0.73034861
-0.038221807,-0.33612984,0.85640637,0.37281088,-0.28806231,0.92068816,0.38332632,0.65281692,-0.48987579,0.37584946,0.26087039,0.27087562,-0.88706165,0.84133785,-0.031561561,0.35665384,-0.99996913,-0.99995642,-1.0,-0.51724138,-0.9960388,-0.99994782,-0.72954409
0.023737825,-0.33413193,0.85600096,0.37281088,-0.28806223,0.92068816,0.3819429,0.65194168,-0.42176591,-0.13801519,0.37079535,0.39006612,-0.88738823,0.84164711,0.26278887,0.2116769,-0.9999758,-0.9999503,-1.0,-0.51724138,-0.99319836,-0.99989504,-0.72896374
0.15212241,-0.33186229,0.85600096,0.37245848,-0.28598542,0.91926601,0.3816044,0.65047768,-0.36721188,-0.28178065,0.35799779,0.36825271,-0.88482321,0.84164711,0.089408485,0.085864684,-0.99998351,-0.99995798,-1.0,-0.44827586,-0.99237723,-0.99988098,-0.72981712
